clip_id,behavior,label,participant_id,lighting,viewpoint,split,group_id,target_duration_seconds,action_script,camera_setup,video_path,camera_config_path,status
suspicious_behavior_negative_P05_daylight_side_oblique,suspicious_behavior,negative,P05,daylight,side_oblique,test,P05,200,A stranger moves purposefully through the watched area without standing still or pacing.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/suspicious_behavior/test/suspicious_behavior_negative_P05_daylight_side_oblique.mp4,experiments/priority_19_08/manual/configs/suspicious_behavior_negative_P05_daylight_side_oblique.yaml,TO_RECORD
suspicious_behavior_negative_P05_low_light_frontal_oblique,suspicious_behavior,negative,P05,low_light,frontal_oblique,test,P05,200,A stranger moves purposefully through the watched area without standing still or pacing.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/suspicious_behavior/test/suspicious_behavior_negative_P05_low_light_frontal_oblique.mp4,experiments/priority_19_08/manual/configs/suspicious_behavior_negative_P05_low_light_frontal_oblique.yaml,TO_RECORD
suspicious_behavior_negative_P05_low_light_side_oblique,suspicious_behavior,negative,P05,low_light,side_oblique,test,P05,200,A stranger moves purposefully through the watched area without standing still or pacing.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/suspicious_behavior/test/suspicious_behavior_negative_P05_low_light_side_oblique.mp4,experiments/priority_19_08/manual/configs/suspicious_behavior_negative_P05_low_light_side_oblique.yaml,TO_RECORD
theft_positive_P01_daylight_frontal_oblique,theft,positive,P01,daylight,frontal_oblique,train,P01,35,A confirmed stranger stays near a watched vehicle for at least 10 s and then moves/pushes it.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/theft/train/theft_positive_P01_daylight_frontal_oblique.mp4,experiments/priority_19_08/manual/configs/theft_positive_P01_daylight_frontal_oblique.yaml,TO_RECORD
theft_positive_P01_daylight_side_oblique,theft,positive,P01,daylight,side_oblique,train,P01,35,A confirmed stranger stays near a watched vehicle for at least 10 s and then moves/pushes it.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/theft/train/theft_positive_P01_daylight_side_oblique.mp4,experiments/priority_19_08/manual/configs/theft_positive_P01_daylight_side_oblique.yaml,TO_RECORD
theft_positive_P01_low_light_frontal_oblique,theft,positive,P01,low_light,frontal_oblique,train,P01,35,A confirmed stranger stays near a watched vehicle for at least 10 s and then moves/pushes it.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/theft/train/theft_positive_P01_low_light_frontal_oblique.mp4,experiments/priority_19_08/manual/configs/theft_positive_P01_low_light_frontal_oblique.yaml,TO_RECORD
theft_positive_P01_low_light_side_oblique,theft,positive,P01,low_light,side_oblique,train,P01,35,A confirmed stranger stays near a watched vehicle for at least 10 s and then moves/pushes it.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/theft/train/theft_positive_P01_low_light_side_oblique.mp4,experiments/priority_19_08/manual/configs/theft_positive_P01_low_light_side_oblique.yaml,TO_RECORD
theft_positive_P02_daylight_frontal_oblique,theft,positive,P02,daylight,frontal_oblique,train,P02,35,A confirmed stranger stays near a watched vehicle for at least 10 s and then moves/pushes it.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/theft/train/theft_positive_P02_daylight_frontal_oblique.mp4,experiments/priority_19_08/manual/configs/theft_positive_P02_daylight_frontal_oblique.yaml,TO_RECORD
theft_positive_P02_daylight_side_oblique,theft,positive,P02,daylight,side_oblique,train,P02,35,A confirmed stranger stays near a watched vehicle for at least 10 s and then moves/pushes it.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/theft/train/theft_positive_P02_daylight_side_oblique.mp4,experiments/priority_19_08/manual/configs/theft_positive_P02_daylight_side_oblique.yaml,TO_RECORD
theft_positive_P02_low_light_frontal_oblique,theft,positive,P02,low_light,frontal_oblique,train,P02,35,A confirmed stranger stays near a watched vehicle for at least 10 s and then moves/pushes it.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/theft/train/theft_positive_P02_low_light_frontal_oblique.mp4,experiments/priority_19_08/manual/configs/theft_positive_P02_low_light_frontal_oblique.yaml,TO_RECORD
theft_positive_P02_low_light_side_oblique,theft,positive,P02,low_light,side_oblique,train,P02,35,A confirmed stranger stays near a watched vehicle for at least 10 s and then moves/pushes it.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/theft/train/theft_positive_P02_low_light_side_oblique.mp4,experiments/priority_19_08/manual/configs/theft_positive_P02_low_light_side_oblique.yaml,TO_RECORD
theft_positive_P03_daylight_frontal_oblique,theft,positive,P03,daylight,frontal_oblique,train,P03,35,A confirmed stranger stays near a watched vehicle for at least 10 s and then moves/pushes it.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/theft/train/theft_positive_P03_daylight_frontal_oblique.mp4,experiments/priority_19_08/manual/configs/theft_positive_P03_daylight_frontal_oblique.yaml,TO_RECORD
theft_positive_P03_daylight_side_oblique,theft,positive,P03,daylight,side_oblique,train,P03,35,A confirmed stranger stays near a watched vehicle for at least 10 s and then moves/pushes it.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/theft/train/theft_positive_P03_daylight_side_oblique.mp4,experiments/priority_19_08/manual/configs/theft_positive_P03_daylight_side_oblique.yaml,TO_RECORD
theft_positive_P03_low_light_frontal_oblique,theft,positive,P03,low_light,frontal_oblique,train,P03,35,A confirmed stranger stays near a watched vehicle for at least 10 s and then moves/pushes it.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/theft/train/theft_positive_P03_low_light_frontal_oblique.mp4,experiments/priority_19_08/manual/configs/theft_positive_P03_low_light_frontal_oblique.yaml,TO_RECORD
theft_positive_P03_low_light_side_oblique,theft,positive,P03,low_light,side_oblique,train,P03,35,A confirmed stranger stays near a watched vehicle for at least 10 s and then moves/pushes it.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/theft/train/theft_positive_P03_low_light_side_oblique.mp4,experiments/priority_19_08/manual/configs/theft_positive_P03_low_light_side_oblique.yaml,TO_RECORD
theft_positive_P04_daylight_frontal_oblique,theft,positive,P04,daylight,frontal_oblique,validation,P04,35,A confirmed stranger stays near a watched vehicle for at least 10 s and then moves/pushes it.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/theft/validation/theft_positive_P04_daylight_frontal_oblique.mp4,experiments/priority_19_08/manual/configs/theft_positive_P04_daylight_frontal_oblique.yaml,TO_RECORD
theft_positive_P04_daylight_side_oblique,theft,positive,P04,daylight,side_oblique,validation,P04,35,A confirmed stranger stays near a watched vehicle for at least 10 s and then moves/pushes it.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/theft/validation/theft_positive_P04_daylight_side_oblique.mp4,experiments/priority_19_08/manual/configs/theft_positive_P04_daylight_side_oblique.yaml,TO_RECORD
theft_positive_P04_low_light_frontal_oblique,theft,positive,P04,low_light,frontal_oblique,validation,P04,35,A confirmed stranger stays near a watched vehicle for at least 10 s and then moves/pushes it.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/theft/validation/theft_positive_P04_low_light_frontal_oblique.mp4,experiments/priority_19_08/manual/configs/theft_positive_P04_low_light_frontal_oblique.yaml,TO_RECORD
theft_positive_P04_low_light_side_oblique,theft,positive,P04,low_light,side_oblique,validation,P04,35,A confirmed stranger stays near a watched vehicle for at least 10 s and then moves/pushes it.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/theft/validation/theft_positive_P04_low_light_side_oblique.mp4,experiments/priority_19_08/manual/configs/theft_positive_P04_low_light_side_oblique.yaml,TO_RECORD
theft_positive_P05_daylight_frontal_oblique,theft,positive,P05,daylight,frontal_oblique,test,P05,35,A confirmed stranger stays near a watched vehicle for at least 10 s and then moves/pushes it.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/theft/test/theft_positive_P05_daylight_frontal_oblique.mp4,experiments/priority_19_08/manual/configs/theft_positive_P05_daylight_frontal_oblique.yaml,TO_RECORD
theft_positive_P05_daylight_side_oblique,theft,positive,P05,daylight,side_oblique,test,P05,35,A confirmed stranger stays near a watched vehicle for at least 10 s and then moves/pushes it.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/theft/test/theft_positive_P05_daylight_side_oblique.mp4,experiments/priority_19_08/manual/configs/theft_positive_P05_daylight_side_oblique.yaml,TO_RECORD
theft_positive_P05_low_light_frontal_oblique,theft,positive,P05,low_light,frontal_oblique,test,P05,35,A confirmed stranger stays near a watched vehicle for at least 10 s and then moves/pushes it.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/theft/test/theft_positive_P05_low_light_frontal_oblique.mp4,experiments/priority_19_08/manual/configs/theft_positive_P05_low_light_frontal_oblique.yaml,TO_RECORD
theft_positive_P05_low_light_side_oblique,theft,positive,P05,low_light,side_oblique,test,P05,35,A confirmed stranger stays near a watched vehicle for at least 10 s and then moves/pushes it.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/theft/test/theft_positive_P05_low_light_side_oblique.mp4,experiments/priority_19_08/manual/configs/theft_positive_P05_low_light_side_oblique.yaml,TO_RECORD
theft_negative_P01_daylight_frontal_oblique,theft,negative,P01,daylight,frontal_oblique,train,P01,35,"A stranger stays near the vehicle but does not move it, follow its motion, or touch/push it.",fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/theft/train/theft_negative_P01_daylight_frontal_oblique.mp4,experiments/priority_19_08/manual/configs/theft_negative_P01_daylight_frontal_oblique.yaml,TO_RECORD
theft_negative_P01_daylight_side_oblique,theft,negative,P01,daylight,side_oblique,train,P01,35,"A stranger stays near the vehicle but does not move it, follow its motion, or touch/push it.",fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/theft/train/theft_negative_P01_daylight_side_oblique.mp4,experiments/priority_19_08/manual/configs/theft_negative_P01_daylight_side_oblique.yaml,TO_RECORD
theft_negative_P01_low_light_frontal_oblique,theft,negative,P01,low_light,frontal_oblique,train,P01,35,"A stranger stays near the vehicle but does not move it, follow its motion, or touch/push it.",fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/theft/train/theft_negative_P01_low_light_frontal_oblique.mp4,experiments/priority_19_08/manual/configs/theft_negative_P01_low_light_frontal_oblique.yaml,TO_RECORD
theft_negative_P01_low_light_side_oblique,theft,negative,P01,low_light,side_oblique,train,P01,35,"A stranger stays near the vehicle but does not move it, follow its motion, or touch/push it.",fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/theft/train/theft_negative_P01_low_light_side_oblique.mp4,experiments/priority_19_08/manual/configs/theft_negative_P01_low_light_side_oblique.yaml,TO_RECORD
theft_negative_P02_daylight_frontal_oblique,theft,negative,P02,daylight,frontal_oblique,train,P02,35,"A stranger stays near the vehicle but does not move it, follow its motion, or touch/push it.",fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/theft/train/theft_negative_P02_daylight_frontal_oblique.mp4,experiments/priority_19_08/manual/configs/theft_negative_P02_daylight_frontal_oblique.yaml,TO_RECORD
theft_negative_P02_daylight_side_oblique,theft,negative,P02,daylight,side_oblique,train,P02,35,"A stranger stays near the vehicle but does not move it, follow its motion, or touch/push it.",fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/theft/train/theft_negative_P02_daylight_side_oblique.mp4,experiments/priority_19_08/manual/configs/theft_negative_P02_daylight_side_oblique.yaml,TO_RECORD
theft_negative_P02_low_light_frontal_oblique,theft,negative,P02,low_light,frontal_oblique,train,P02,35,"A stranger stays near the vehicle but does not move it, follow its motion, or touch/push it.",fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/theft/train/theft_negative_P02_low_light_frontal_oblique.mp4,experiments/priority_19_08/manual/configs/theft_negative_P02_low_light_frontal_oblique.yaml,TO_RECORD
theft_negative_P02_low_light_side_oblique,theft,negative,P02,low_light,side_oblique,train,P02,35,"A stranger stays near the vehicle but does not move it, follow its motion, or touch/push it.",fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/theft/train/theft_negative_P02_low_light_side_oblique.mp4,experiments/priority_19_08/manual/configs/theft_negative_P02_low_light_side_oblique.yaml,TO_RECORD
theft_negative_P03_daylight_frontal_oblique,theft,negative,P03,daylight,frontal_oblique,train,P03,35,"A stranger stays near the vehicle but does not move it, follow its motion, or touch/push it.",fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/theft/train/theft_negative_P03_daylight_frontal_oblique.mp4,experiments/priority_19_08/manual/configs/theft_negative_P03_daylight_frontal_oblique.yaml,TO_RECORD
theft_negative_P03_daylight_side_oblique,theft,negative,P03,daylight,side_oblique,train,P03,35,"A stranger stays near the vehicle but does not move it, follow its motion, or touch/push it.",fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/theft/train/theft_negative_P03_daylight_side_oblique.mp4,experiments/priority_19_08/manual/configs/theft_negative_P03_daylight_side_oblique.yaml,TO_RECORD
theft_negative_P03_low_light_frontal_oblique,theft,negative,P03,low_light,frontal_oblique,train,P03,35,"A stranger stays near the vehicle but does not move it, follow its motion, or touch/push it.",fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/theft/train/theft_negative_P03_low_light_frontal_oblique.mp4,experiments/priority_19_08/manual/configs/theft_negative_P03_low_light_frontal_oblique.yaml,TO_RECORD
theft_negative_P03_low_light_side_oblique,theft,negative,P03,low_light,side_oblique,train,P03,35,"A stranger stays near the vehicle but does not move it, follow its motion, or touch/push it.",fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/theft/train/theft_negative_P03_low_light_side_oblique.mp4,experiments/priority_19_08/manual/configs/theft_negative_P03_low_light_side_oblique.yaml,TO_RECORD
theft_negative_P04_daylight_frontal_oblique,theft,negative,P04,daylight,frontal_oblique,validation,P04,35,"A stranger stays near the vehicle but does not move it, follow its motion, or touch/push it.",fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/theft/validation/theft_negative_P04_daylight_frontal_oblique.mp4,experiments/priority_19_08/manual/configs/theft_negative_P04_daylight_frontal_oblique.yaml,TO_RECORD
theft_negative_P04_daylight_side_oblique,theft,negative,P04,daylight,side_oblique,validation,P04,35,"A stranger stays near the vehicle but does not move it, follow its motion, or touch/push it.",fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/theft/validation/theft_negative_P04_daylight_side_oblique.mp4,experiments/priority_19_08/manual/configs/theft_negative_P04_daylight_side_oblique.yaml,TO_RECORD
theft_negative_P04_low_light_frontal_oblique,theft,negative,P04,low_light,frontal_oblique,validation,P04,35,"A stranger stays near the vehicle but does not move it, follow its motion, or touch/push it.",fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/theft/validation/theft_negative_P04_low_light_frontal_oblique.mp4,experiments/priority_19_08/manual/configs/theft_negative_P04_low_light_frontal_oblique.yaml,TO_RECORD
theft_negative_P04_low_light_side_oblique,theft,negative,P04,low_light,side_oblique,validation,P04,35,"A stranger stays near the vehicle but does not move it, follow its motion, or touch/push it.",fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/theft/validation/theft_negative_P04_low_light_side_oblique.mp4,experiments/priority_19_08/manual/configs/theft_negative_P04_low_light_side_oblique.yaml,TO_RECORD
theft_negative_P05_daylight_frontal_oblique,theft,negative,P05,daylight,frontal_oblique,test,P05,35,"A stranger stays near the vehicle but does not move it, follow its motion, or touch/push it.",fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/theft/test/theft_negative_P05_daylight_frontal_oblique.mp4,experiments/priority_19_08/manual/configs/theft_negative_P05_daylight_frontal_oblique.yaml,TO_RECORD
theft_negative_P05_daylight_side_oblique,theft,negative,P05,daylight,side_oblique,test,P05,35,"A stranger stays near the vehicle but does not move it, follow its motion, or touch/push it.",fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/theft/test/theft_negative_P05_daylight_side_oblique.mp4,experiments/priority_19_08/manual/configs/theft_negative_P05_daylight_side_oblique.yaml,TO_RECORD
theft_negative_P05_low_light_frontal_oblique,theft,negative,P05,low_light,frontal_oblique,test,P05,35,"A stranger stays near the vehicle but does not move it, follow its motion, or touch/push it.",fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/theft/test/theft_negative_P05_low_light_frontal_oblique.mp4,experiments/priority_19_08/manual/configs/theft_negative_P05_low_light_frontal_oblique.yaml,TO_RECORD
theft_negative_P05_low_light_side_oblique,theft,negative,P05,low_light,side_oblique,test,P05,35,"A stranger stays near the vehicle but does not move it, follow its motion, or touch/push it.",fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/theft/test/theft_negative_P05_low_light_side_oblique.mp4,experiments/priority_19_08/manual/configs/theft_negative_P05_low_light_side_oblique.yaml,TO_RECORD
line_crossing_positive_P01_daylight_frontal_oblique,line_crossing,positive,P01,daylight,frontal_oblique,train,P01,25,A person crosses the configured counting line exactly once in the expected direction.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/line_crossing/train/line_crossing_positive_P01_daylight_frontal_oblique.mp4,experiments/priority_19_08/manual/configs/line_crossing_positive_P01_daylight_frontal_oblique.yaml,TO_RECORD
line_crossing_positive_P01_daylight_side_oblique,line_crossing,positive,P01,daylight,side_oblique,train,P01,25,A person crosses the configured counting line exactly once in the expected direction.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/line_crossing/train/line_crossing_positive_P01_daylight_side_oblique.mp4,experiments/priority_19_08/manual/configs/line_crossing_positive_P01_daylight_side_oblique.yaml,TO_RECORD
line_crossing_positive_P01_low_light_frontal_oblique,line_crossing,positive,P01,low_light,frontal_oblique,train,P01,25,A person crosses the configured counting line exactly once in the expected direction.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/line_crossing/train/line_crossing_positive_P01_low_light_frontal_oblique.mp4,experiments/priority_19_08/manual/configs/line_crossing_positive_P01_low_light_frontal_oblique.yaml,TO_RECORD
line_crossing_positive_P01_low_light_side_oblique,line_crossing,positive,P01,low_light,side_oblique,train,P01,25,A person crosses the configured counting line exactly once in the expected direction.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/line_crossing/train/line_crossing_positive_P01_low_light_side_oblique.mp4,experiments/priority_19_08/manual/configs/line_crossing_positive_P01_low_light_side_oblique.yaml,TO_RECORD
line_crossing_positive_P02_daylight_frontal_oblique,line_crossing,positive,P02,daylight,frontal_oblique,train,P02,25,A person crosses the configured counting line exactly once in the expected direction.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/line_crossing/train/line_crossing_positive_P02_daylight_frontal_oblique.mp4,experiments/priority_19_08/manual/configs/line_crossing_positive_P02_daylight_frontal_oblique.yaml,TO_RECORD
line_crossing_positive_P02_daylight_side_oblique,line_crossing,positive,P02,daylight,side_oblique,train,P02,25,A person crosses the configured counting line exactly once in the expected direction.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/line_crossing/train/line_crossing_positive_P02_daylight_side_oblique.mp4,experiments/priority_19_08/manual/configs/line_crossing_positive_P02_daylight_side_oblique.yaml,TO_RECORD
line_crossing_positive_P02_low_light_frontal_oblique,line_crossing,positive,P02,low_light,frontal_oblique,train,P02,25,A person crosses the configured counting line exactly once in the expected direction.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/line_crossing/train/line_crossing_positive_P02_low_light_frontal_oblique.mp4,experiments/priority_19_08/manual/configs/line_crossing_positive_P02_low_light_frontal_oblique.yaml,TO_RECORD
line_crossing_positive_P02_low_light_side_oblique,line_crossing,positive,P02,low_light,side_oblique,train,P02,25,A person crosses the configured counting line exactly once in the expected direction.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/line_crossing/train/line_crossing_positive_P02_low_light_side_oblique.mp4,experiments/priority_19_08/manual/configs/line_crossing_positive_P02_low_light_side_oblique.yaml,TO_RECORD
line_crossing_positive_P03_daylight_frontal_oblique,line_crossing,positive,P03,daylight,frontal_oblique,train,P03,25,A person crosses the configured counting line exactly once in the expected direction.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/line_crossing/train/line_crossing_positive_P03_daylight_frontal_oblique.mp4,experiments/priority_19_08/manual/configs/line_crossing_positive_P03_daylight_frontal_oblique.yaml,TO_RECORD
line_crossing_positive_P03_daylight_side_oblique,line_crossing,positive,P03,daylight,side_oblique,train,P03,25,A person crosses the configured counting line exactly once in the expected direction.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/line_crossing/train/line_crossing_positive_P03_daylight_side_oblique.mp4,experiments/priority_19_08/manual/configs/line_crossing_positive_P03_daylight_side_oblique.yaml,TO_RECORD
line_crossing_positive_P03_low_light_frontal_oblique,line_crossing,positive,P03,low_light,frontal_oblique,train,P03,25,A person crosses the configured counting line exactly once in the expected direction.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/line_crossing/train/line_crossing_positive_P03_low_light_frontal_oblique.mp4,experiments/priority_19_08/manual/configs/line_crossing_positive_P03_low_light_frontal_oblique.yaml,TO_RECORD
line_crossing_positive_P03_low_light_side_oblique,line_crossing,positive,P03,low_light,side_oblique,train,P03,25,A person crosses the configured counting line exactly once in the expected direction.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/line_crossing/train/line_crossing_positive_P03_low_light_side_oblique.mp4,experiments/priority_19_08/manual/configs/line_crossing_positive_P03_low_light_side_oblique.yaml,TO_RECORD
line_crossing_positive_P04_daylight_frontal_oblique,line_crossing,positive,P04,daylight,frontal_oblique,validation,P04,25,A person crosses the configured counting line exactly once in the expected direction.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/line_crossing/validation/line_crossing_positive_P04_daylight_frontal_oblique.mp4,experiments/priority_19_08/manual/configs/line_crossing_positive_P04_daylight_frontal_oblique.yaml,TO_RECORD
line_crossing_positive_P04_daylight_side_oblique,line_crossing,positive,P04,daylight,side_oblique,validation,P04,25,A person crosses the configured counting line exactly once in the expected direction.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/line_crossing/validation/line_crossing_positive_P04_daylight_side_oblique.mp4,experiments/priority_19_08/manual/configs/line_crossing_positive_P04_daylight_side_oblique.yaml,TO_RECORD
line_crossing_positive_P04_low_light_frontal_oblique,line_crossing,positive,P04,low_light,frontal_oblique,validation,P04,25,A person crosses the configured counting line exactly once in the expected direction.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/line_crossing/validation/line_crossing_positive_P04_low_light_frontal_oblique.mp4,experiments/priority_19_08/manual/configs/line_crossing_positive_P04_low_light_frontal_oblique.yaml,TO_RECORD
line_crossing_positive_P04_low_light_side_oblique,line_crossing,positive,P04,low_light,side_oblique,validation,P04,25,A person crosses the configured counting line exactly once in the expected direction.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/line_crossing/validation/line_crossing_positive_P04_low_light_side_oblique.mp4,experiments/priority_19_08/manual/configs/line_crossing_positive_P04_low_light_side_oblique.yaml,TO_RECORD
line_crossing_positive_P05_daylight_frontal_oblique,line_crossing,positive,P05,daylight,frontal_oblique,test,P05,25,A person crosses the configured counting line exactly once in the expected direction.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/line_crossing/test/line_crossing_positive_P05_daylight_frontal_oblique.mp4,experiments/priority_19_08/manual/configs/line_crossing_positive_P05_daylight_frontal_oblique.yaml,TO_RECORD
